Year,Circuit,Pos,Points,Number,Rider,Nation,Team,Motorcycle,Total Time,Km/h,GAP
2008,AUS,1,25,1,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,40:57:643,175.99,0
2008,AUS,2,20,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,41:04:147,175.525,+6.504
2008,AUS,3,16,69,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,41:04:848,175.475,+7.205
2008,AUS,4,13,48,Carlos ROSSI,SPA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,41:09:143,175.17,+11.500
2008,AUS,5,11,56,Lucas NORRIS,JPN,Horizon GP Group 5,Carlo Honda Gresini HONDA,41:09:557,175.141,+11.914
2008,AUS,6,10,52,Finn SAINZ,GBR,Stratus Motorsport Group 31,Yamaha YAMAHA,41:09:886,175.117,+12.243
2008,AUS,7,9,4,Oliver LECLERC,ITA,Horizon GP Group 89,Team Scot MotoGP HONDA,41:10:423,175.079,+12.780
2008,AUS,8,8,5,Pierre MARQUEZ,USA,Stratus Motorsport Group 31,Yamaha YAMAHA,41:23:563,174.152,+25.920
2008,AUS,9,7,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,41:23:680,174.144,+26.037
2008,AUS,10,6,65,Jack OCON,ITA,Titan GP Group 9,Suzuki MotoGP SUZUKI,41:24:442,174.091,+26.799
2008,AUS,11,5,24,Marcio HAMILTON,SPA,Quantum Motorsports Group 38,Team DUCATI,41:24:670,174.075,+27.027
2008,AUS,12,4,13,Diego RICCIARDO,AUS,Apex Racing Group 13,Racing Team KAWASAKI,41:45:451,172.63,+47.808
2008,AUS,13,3,21,Alex WEBER,USA,Apex Racing Group 13,Racing Team KAWASAKI,41:45:976,172.594,+48.333
2008,AUS,14,2,50,Hans VETTEL,FRA,Quantum Motorsports Group 38,Team DUCATI,41:46:542,172.555,+48.899
2008,AUS,15,1,7,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,41:46:578,172.553,+48.935
2008,MAL,1,25,46,Alex WEBER,ITA,Quantum Motorsports Group 2,Yamaha Team YAMAHA,43:07:007,162.191,0
2008,MAL,2,20,2,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,43:11:015,161.94,+4.008
2008,MAL,3,16,4,Oliver LECLERC,ITA,Horizon GP Group 89,Team Scot MotoGP HONDA,43:15:543,161.658,+8.536
2008,MAL,4,13,69,Hans VETTEL,USA,Apex Racing Group 1,Honda Team HONDA,43:15:865,161.638,+8.858
2008,MAL,5,11,56,Lucas NORRIS,JPN,Horizon GP Group 5,Carlo Honda Gresini HONDA,43:17:590,161.53,+10.583
2008,MAL,6,10,1,Lando ALBON,AUS,Zenith Racing Group 4,Marlboro Team DUCATI,43:20:647,161.34,+13.640
2008,MAL,7,9,65,Jack OCON,ITA,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:22:943,161.198,+15.936
2008,MAL,8,8,5,Pierre MARQUEZ,USA,Stratus Motorsport Group 31,Yamaha YAMAHA,43:25:809,161.02,+18.802
2008,MAL,9,7,7,Max STROLL,AUS,Titan GP Group 9,Suzuki MotoGP SUZUKI,43:30:181,160.751,+23.174
2008,MAL,10,6,14,Matteo ALONSO,LCR,Vortex Racing Group 8,MotoGP HONDA,43:32:523,160.606,+25.516
2008,MAL,11,5,21,Alex WEBER,USA,Apex Racing Group 13,Racing Team KAWASAKI,43:34:616,160.478,+27.609
2008,MAL,12,4,13,Diego RICCIARDO,AUS,Apex Racing Group 13,Racing Team KAWASAKI,43:48:406,159.636,+41.399
2008,MAL,13,3,50,Hans VETTEL,FRA,Quantum Motorsports Group 38,Team DUCATI,43:52:624,159.38,+45.617
2008,MAL,14,2,15,Arthur RUSSELL,RSM,Horizon GP Group 5,Carlo Honda Gresini HONDA,43:56:010,159.175,+49.003
2008,MAL,15,1,24,Marcio HAMILTON,SPA,Quantum Motorsports Group 38,Team DUCATI,44:06:146,158.565,+59.139
2012,VAL,1,25,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,48:24:819,148.955,0
2012,VAL,2,20,21,Lando ALBON,JPN,Phantom Team Group 42,Factory Racing YAMAHA,49:02:480,147.048,+37.661
2012,VAL,3,16,1,Lando ALBON,AUS,Apex Racing Group 1,Honda Team HONDA,49:25:452,145.908,+60.633
2012,VAL,4,13,19,George SILVA,SPA,Horizon GP Group 5,Carlo Honda Gresini HONDA,49:27:630,145.801,+62.811
2012,VAL,5,11,51,Hans VETTEL,ITA,Horizon GP Group 5,Carlo Honda Gresini FTR,49:51:427,144.641,+86.608
2012,VAL,6,10,4,Oliver LECLERC,ITA,Velocity Team Group 3,YAMAHA,49:55:242,144.457,+90.423
2012,VAL,7,9,17,Marcio HAMILTON,CZE,Quantum Motorsports Group 50,AB Motoracing DUCATI,49:56:608,144.391,+91.789
2012,VAL,8,8,9,Arthur RUSSELL,ITA,Nexus Motorsports Group 46,IodaRacing Project IODA-SUTER,48:33:847,143.544,+9.028
2012,VAL,9,7,77,Arthur RUSSELL,GBR,Velocity Team Group 51,Bird Motorsport ART,48:42:030,143.141,+17.211
2012,VAL,10,6,46,Alex WEBER,ITA,Zenith Racing Group 4,Team DUCATI,48:46:740,142.911,+21.921
2012,VAL,11,5,41,Leo GASLY,SPA,Vortex Racing Group 44,Electronics Aspar ART,49:24:359,141.097,+59.540
2012,VAL,12,4,14,Pierre MARQUEZ,FRA,Vortex Racing Group 44,Electronics Aspar ART,48:39:162,138.341,+14.343
2012,VAL,13,3,73,Hans VETTEL,JPN,Apex Racing Group 25,Blusens BQR,49:14:795,136.672,+49.976
2012,VAL,14,2,5,Oliver LECLERC,NGM,Titan GP Group 45,Forward Racing SUTER,48:56:662,132.605,+31.843
2012,ARA,1,25,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,42:11:444,166.159,0
2012,ARA,2,20,99,Carlos ROSSI,SPA,Phantom Team Group 42,Factory Racing YAMAHA,42:17:916,165.736,+6.472
2012,ARA,3,16,4,Oliver LECLERC,ITA,Velocity Team Group 3,YAMAHA,42:22:491,165.437,+11.047
2012,ARA,4,13,35,Diego RICCIARDO,GBR,Velocity Team Group 3,YAMAHA,42:22:628,165.428,+11.184
2012,ARA,5,11,11,Lucas NORRIS,USA,Phantom Team Group 42,Factory Racing YAMAHA,42:25:230,165.259,+13.786
2012,ARA,6,10,19,George SILVA,SPA,Horizon GP Group 5,Carlo Honda Gresini HONDA,42:39:610,164.33,+28.166
2012,ARA,7,9,56,John DUPONT,GBR,Apex Racing Group 1,Honda Team HONDA,42:43:734,164.066,+32.290
2012,ARA,8,8,46,Alex WEBER,ITA,Zenith Racing Group 4,Team DUCATI,42:55:876,163.292,+44.432
2012,ARA,9,7,17,Marcio HAMILTON,CZE,Quantum Motorsports Group 50,AB Motoracing DUCATI,43:08:861,162.473,+57.417
2012,ARA,10,6,41,Leo GASLY,SPA,Vortex Racing Group 44,Electronics Aspar ART,43:09:969,162.403,+58.525
2012,ARA,11,5,14,Pierre MARQUEZ,FRA,Vortex Racing Group 44,Electronics Aspar ART,43:11:307,162.319,+59.863
2012,ARA,12,4,8,John DUPONT,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,43:26:005,161.404,+74.561
2012,ARA,13,3,68,Pierre MARQUEZ,COL,Apex Racing Group 25,Blusens BQR,43:27:603,161.305,+76.159
2012,ARA,14,2,77,Arthur RUSSELL,GBR,Velocity Team Group 51,Bird Motorsport ART,43:28:024,161.279,+76.580
2012,ARA,15,1,51,Hans VETTEL,ITA,Horizon GP Group 5,Carlo Honda Gresini FTR,43:37:259,160.709,+85.815
2012,JPN,1,25,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,42:32:569,162.569,0
2012,JPN,2,20,99,Carlos ROSSI,SPA,Phantom Team Group 42,Factory Racing YAMAHA,42:36:844,162.297,+4.275
2012,JPN,3,16,19,George SILVA,SPA,Horizon GP Group 5,Carlo Honda Gresini HONDA,42:39:321,162.14,+6.752
2012,JPN,4,13,4,Oliver LECLERC,ITA,Velocity Team Group 3,YAMAHA,42:48:966,161.531,+16.397
2012,JPN,5,11,1,Lando ALBON,AUS,Apex Racing Group 1,Honda Team HONDA,42:53:135,161.269,+20.566
2012,JPN,6,10,6,Pierre MARQUEZ,LCR,Vortex Racing Group 8,MotoGP HONDA,42:57:136,161.018,+24.567
2012,JPN,7,9,46,Alex WEBER,ITA,Zenith Racing Group 4,Team DUCATI,42:58:641,160.924,+26.072
2012,JPN,8,8,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,43:09:293,160.262,+36.724
2012,JPN,9,7,21,Arthur RUSSELL,YSP,Apex Racing Group 49,Team YAMAHA,43:09:363,160.258,+36.794
2012,JPN,10,6,8,John DUPONT,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,43:43:298,158.184,+70.729
2012,JPN,11,5,17,Marcio HAMILTON,CZE,Quantum Motorsports Group 50,AB Motoracing DUCATI,43:48:227,157.887,+75.658
2012,JPN,12,4,41,Leo GASLY,SPA,Vortex Racing Group 44,Electronics Aspar ART,43:55:338,157.461,+82.769
2012,JPN,13,3,5,Oliver LECLERC,NGM,Titan GP Group 45,Forward Racing SUTER,43:57:537,157.33,+84.968
2012,JPN,14,2,77,Arthur RUSSELL,GBR,Velocity Team Group 51,Bird Motorsport ART,44:01:957,157.066,+89.388
2012,JPN,15,1,51,Hans VETTEL,ITA,Horizon GP Group 5,Carlo Honda Gresini FTR,44:07:181,156.756,+94.612
2012,ITA,1,25,99,Carlos ROSSI,SPA,Phantom Team Group 42,Factory Racing YAMAHA,41:38:477,173.889,0
2012,ITA,2,20,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,41:43:700,173.526,+5.223
2012,ITA,3,16,4,Oliver LECLERC,ITA,Velocity Team Group 3,YAMAHA,41:49:142,173.15,+10.665
2012,ITA,4,13,6,Pierre MARQUEZ,LCR,Vortex Racing Group 8,MotoGP HONDA,41:49:188,173.147,+10.711
2012,ITA,5,11,46,Alex WEBER,ITA,Zenith Racing Group 4,Team DUCATI,41:50:172,173.079,+11.695
2012,ITA,6,10,35,Diego RICCIARDO,GBR,Velocity Team Group 3,YAMAHA,41:50:537,173.054,+12.060
2012,ITA,7,9,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,41:50:712,173.042,+12.235
2012,ITA,8,8,1,Lando ALBON,AUS,Apex Racing Group 1,Honda Team HONDA,42:09:094,171.783,+30.617
2012,ITA,9,7,8,John DUPONT,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,42:10:205,171.708,+31.728
2012,ITA,10,6,19,George SILVA,SPA,Horizon GP Group 5,Carlo Honda Gresini HONDA,42:13:066,171.514,+34.589
2012,ITA,11,5,11,Lucas NORRIS,USA,Phantom Team Group 42,Factory Racing YAMAHA,42:36:339,169.952,+57.862
2012,ITA,12,4,14,Pierre MARQUEZ,FRA,Vortex Racing Group 44,Electronics Aspar ART,42:38:440,169.812,+59.963
2012,ITA,13,3,41,Leo GASLY,SPA,Vortex Racing Group 44,Electronics Aspar ART,42:49:677,169.069,+71.200
2012,ITA,14,2,77,Arthur RUSSELL,GBR,Velocity Team Group 51,Bird Motorsport ART,42:49:935,169.052,+71.458
2012,ITA,15,1,54,Alex WEBER,ITA,Phantom Team Group 90,Master ART,42:50:305,169.028,+71.828
2012,USA,1,25,1,Lando ALBON,AUS,Apex Racing Group 1,Honda Team HONDA,43:46:961,158.369,0
2012,USA,2,20,99,Carlos ROSSI,SPA,Phantom Team Group 42,Factory Racing YAMAHA,43:50:390,158.162,+3.429
2012,USA,3,16,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,43:54:594,157.91,+7.633
2012,USA,4,13,4,Oliver LECLERC,ITA,Velocity Team Group 3,YAMAHA,44:05:563,157.255,+18.602
2012,USA,5,11,35,Diego RICCIARDO,GBR,Velocity Team Group 3,YAMAHA,44:05:740,157.244,+18.779
2012,USA,6,10,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,44:13:863,156.763,+26.902
2012,USA,7,9,6,Pierre MARQUEZ,LCR,Vortex Racing Group 8,MotoGP HONDA,44:15:354,156.675,+28.393
2012,USA,8,8,19,George SILVA,SPA,Horizon GP Group 5,Carlo Honda Gresini HONDA,44:37:207,155.396,+50.246
2012,USA,9,7,41,Leo GASLY,SPA,Vortex Racing Group 44,Electronics Aspar ART,45:05:954,153.744,+78.993
2012,USA,10,6,17,Marcio HAMILTON,CZE,Quantum Motorsports Group 50,AB Motoracing DUCATI,45:09:037,153.569,+82.076
2012,USA,11,5,14,Pierre MARQUEZ,FRA,Vortex Racing Group 44,Electronics Aspar ART,43:48:392,153.336,+1.431
2012,USA,12,4,68,Pierre MARQUEZ,COL,Apex Racing Group 25,Blusens BQR,43:56:108,152.887,+9.147
2012,USA,13,3,5,Oliver LECLERC,NGM,Titan GP Group 45,Forward Racing SUTER,44:18:426,151.603,+31.465
2012,USA,14,2,22,Carlos ROSSI,SPA,Apex Racing Group 25,Blusens BQR,44:21:627,151.421,+34.666
2012,QAT,1,25,99,Carlos ROSSI,SPA,Phantom Team Group 42,Factory Racing YAMAHA,42:45:214,166.17,0
2012,QAT,2,20,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,42:46:066,166.115,+0.852
2012,QAT,3,16,1,Lando ALBON,AUS,Apex Racing Group 1,Honda Team HONDA,42:48:122,165.981,+2.908
2012,QAT,4,13,35,Diego RICCIARDO,GBR,Velocity Team Group 3,YAMAHA,43:02:328,165.068,+17.114
2012,QAT,5,11,4,Oliver LECLERC,ITA,Velocity Team Group 3,YAMAHA,43:02:634,165.048,+17.420
2012,QAT,6,10,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,43:13:627,164.349,+28.413
2012,QAT,7,9,19,George SILVA,SPA,Horizon GP Group 5,Carlo Honda Gresini HONDA,43:13:660,164.347,+28.446
2012,QAT,8,8,6,Pierre MARQUEZ,LCR,Vortex Racing Group 8,MotoGP HONDA,43:14:678,164.282,+29.464
2012,QAT,9,7,8,John DUPONT,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,43:16:598,164.161,+31.384
2012,QAT,10,6,46,Alex WEBER,ITA,Zenith Racing Group 4,Team DUCATI,43:18:879,164.016,+33.665
2012,QAT,11,5,11,Lucas NORRIS,USA,Phantom Team Group 42,Factory Racing YAMAHA,43:42:121,162.562,+56.907
2012,QAT,12,4,5,Oliver LECLERC,NGM,Titan GP Group 45,Forward Racing SUTER,43:43:302,162.489,+58.088
2012,QAT,13,3,14,Pierre MARQUEZ,FRA,Vortex Racing Group 44,Electronics Aspar ART,43:55:864,161.714,+70.650
2012,QAT,14,2,68,Pierre MARQUEZ,COL,Apex Racing Group 25,Blusens BQR-FTR,44:01:157,161.39,+75.943
2012,QAT,15,1,41,Leo GASLY,SPA,Vortex Racing Group 44,Electronics Aspar ART,44:11:947,160.733,+86.733
2012,CAT,1,25,99,Carlos ROSSI,SPA,Phantom Team Group 42,Factory Racing YAMAHA,43:08:681,164.405,0
2012,CAT,2,20,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,43:13:684,164.088,+5.003
2012,CAT,3,16,4,Oliver LECLERC,ITA,Velocity Team Group 3,YAMAHA,43:18:042,163.813,+9.361
2012,CAT,4,13,1,Lando ALBON,AUS,Apex Racing Group 1,Honda Team HONDA,43:18:225,163.801,+9.544
2012,CAT,5,11,35,Diego RICCIARDO,GBR,Velocity Team Group 3,YAMAHA,43:21:187,163.615,+12.506
2012,CAT,6,10,19,George SILVA,SPA,Horizon GP Group 5,Carlo Honda Gresini HONDA,43:22:629,163.524,+13.948
2012,CAT,7,9,46,Alex WEBER,ITA,Zenith Racing Group 4,Team DUCATI,43:26:236,163.298,+17.555
2012,CAT,8,8,6,Pierre MARQUEZ,LCR,Vortex Racing Group 8,MotoGP HONDA,43:32:159,162.927,+23.478
2012,CAT,9,7,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,43:39:091,162.496,+30.410
2012,CAT,10,6,11,Lucas NORRIS,USA,Phantom Team Group 42,Factory Racing YAMAHA,43:41:578,162.342,+32.897
2012,CAT,11,5,8,John DUPONT,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,43:44:825,162.141,+36.144
2012,CAT,12,4,17,Marcio HAMILTON,CZE,Quantum Motorsports Group 50,AB Motoracing DUCATI,44:04:910,160.909,+56.229
2012,CAT,13,3,41,Leo GASLY,SPA,Vortex Racing Group 44,Electronics Aspar ART,44:16:735,160.192,+68.054
2012,CAT,14,2,51,Hans VETTEL,ITA,Horizon GP Group 5,Carlo Honda Gresini FTR,44:17:456,160.149,+68.775
2012,CAT,15,1,14,Pierre MARQUEZ,FRA,Vortex Racing Group 44,Electronics Aspar ART,44:19:164,160.046,+70.483
2012,NED,1,25,1,Lando ALBON,AUS,Apex Racing Group 1,Honda Team HONDA,41:20:855,171.433,0
2012,NED,2,20,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,41:25:820,171.091,+4.965
2012,NED,3,16,4,Oliver LECLERC,ITA,Velocity Team Group 3,YAMAHA,41:32:849,170.608,+11.994
2012,NED,4,13,11,Lucas NORRIS,USA,Phantom Team Group 42,Factory Racing YAMAHA,41:35:630,170.418,+14.775
2012,NED,5,11,35,Diego RICCIARDO,GBR,Velocity Team Group 3,YAMAHA,41:42:929,169.921,+22.074
2012,NED,6,10,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,41:52:515,169.272,+31.660
2012,NED,7,9,8,John DUPONT,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,42:19:962,167.442,+59.107
2012,NED,8,8,14,Pierre MARQUEZ,FRA,Vortex Racing Group 44,Electronics Aspar ART,42:25:296,167.091,+64.441
2012,NED,9,7,51,Hans VETTEL,ITA,Horizon GP Group 5,Carlo Honda Gresini FTR,42:27:835,166.925,+66.980
2012,NED,10,6,54,Alex WEBER,ITA,Phantom Team Group 90,Master ART,42:45:942,165.746,+85.087
2012,NED,11,5,9,Arthur RUSSELL,ITA,Nexus Motorsports Group 46,IodaRacing Project IODA,42:52:958,165.294,+92.103
2012,NED,12,4,22,Carlos ROSSI,SPA,Apex Racing Group 25,Blusens BQR,42:54:652,165.185,+93.797
2012,NED,13,3,46,Alex WEBER,ITA,Zenith Racing Group 4,Team DUCATI,41:39:492,163.61,+18.637
2012,NED,14,2,77,Arthur RUSSELL,GBR,Velocity Team Group 51,Bird Motorsport ART,41:39:494,163.61,+18.639
2012,POR,1,25,1,Lando ALBON,AUS,Apex Racing Group 1,Honda Team HONDA,45:38:513,153.988,0
2012,POR,2,20,99,Carlos ROSSI,SPA,Phantom Team Group 42,Factory Racing YAMAHA,45:39:934,153.908,+1.421
2012,POR,3,16,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,45:42:134,153.785,+3.621
2012,POR,4,13,4,Oliver LECLERC,ITA,Velocity Team Group 3,YAMAHA,45:52:359,153.213,+13.846
2012,POR,5,11,35,Diego RICCIARDO,GBR,Velocity Team Group 3,YAMAHA,45:55:203,153.055,+16.690
2012,POR,6,10,19,George SILVA,SPA,Horizon GP Group 5,Carlo Honda Gresini HONDA,46:00:397,152.767,+21.884
2012,POR,7,9,46,Alex WEBER,ITA,Zenith Racing Group 4,Team DUCATI,46:05:310,152.495,+26.797
2012,POR,8,8,11,Lucas NORRIS,USA,Phantom Team Group 42,Factory Racing YAMAHA,46:11:775,152.139,+33.262
2012,POR,9,7,6,Pierre MARQUEZ,LCR,Vortex Racing Group 8,MotoGP HONDA,46:14:380,151.997,+35.867
2012,POR,10,6,8,John DUPONT,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,46:31:876,151.044,+53.363
2012,POR,11,5,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,46:41:143,150.544,+62.630
2012,POR,12,4,41,Leo GASLY,SPA,Vortex Racing Group 44,Electronics Aspar ART,46:59:249,149.577,+80.736
2012,POR,13,3,14,Pierre MARQUEZ,FRA,Vortex Racing Group 44,Electronics Aspar ART,47:01:996,149.431,+83.483
2012,POR,14,2,51,Hans VETTEL,ITA,Horizon GP Group 5,Carlo Honda Gresini FTR,47:16:418,148.671,+97.905
2012,POR,15,1,9,Arthur RUSSELL,ITA,Nexus Motorsports Group 46,IodaRacing Project IODA,46:02:358,147.206,+23.845
2012,GER,1,25,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,41:29:396,159.326,0
2012,GER,2,20,99,Carlos ROSSI,SPA,Phantom Team Group 42,Factory Racing YAMAHA,41:44:392,158.372,+14.996
2012,GER,3,16,4,Oliver LECLERC,ITA,Velocity Team Group 3,YAMAHA,41:50:065,158.014,+20.669
2012,GER,4,13,11,Lucas NORRIS,USA,Phantom Team Group 42,Factory Racing YAMAHA,41:50:136,158.009,+20.740
2012,GER,5,11,6,Pierre MARQUEZ,LCR,Vortex Racing Group 8,MotoGP HONDA,41:57:289,157.56,+27.893
2012,GER,6,10,46,Alex WEBER,ITA,Zenith Racing Group 4,Team DUCATI,41:57:446,157.55,+28.050
2012,GER,7,9,19,George SILVA,SPA,Horizon GP Group 5,Carlo Honda Gresini HONDA,41:57:642,157.538,+28.246
2012,GER,8,8,35,Diego RICCIARDO,GBR,Velocity Team Group 3,YAMAHA,41:57:843,157.525,+28.447
2012,GER,9,7,8,John DUPONT,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,41:58:449,157.487,+29.053
2012,GER,10,6,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,41:58:622,157.477,+29.226
2012,GER,11,5,14,Pierre MARQUEZ,FRA,Vortex Racing Group 44,Electronics Aspar ART,42:22:572,155.993,+53.176
2012,GER,12,4,5,Oliver LECLERC,NGM,Titan GP Group 45,Forward Racing SUTER,42:27:600,155.685,+58.204
2012,GER,13,3,41,Leo GASLY,SPA,Vortex Racing Group 44,Electronics Aspar ART,42:34:050,155.291,+64.654
2012,GER,14,2,68,Pierre MARQUEZ,COL,Apex Racing Group 25,Blusens BQR,42:42:939,154.753,+73.543
2012,GER,15,1,77,Arthur RUSSELL,GBR,Velocity Team Group 51,Bird Motorsport ART,42:59:714,153.746,+90.318
2012,FRA,1,25,99,Carlos ROSSI,SPA,Phantom Team Group 42,Factory Racing YAMAHA,49:40:743,141.571,0
2012,FRA,2,20,46,Alex WEBER,ITA,Zenith Racing Group 4,Team DUCATI,49:50:648,141.102,+9.905
2012,FRA,3,16,1,Lando ALBON,AUS,Apex Racing Group 1,Honda Team HONDA,49:52:041,141.037,+11.298
2012,FRA,4,13,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,50:10:104,140.19,+29.361
2012,FRA,5,11,6,Pierre MARQUEZ,LCR,Vortex Racing Group 8,MotoGP HONDA,50:13:220,140.045,+32.477
2012,FRA,6,10,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,50:13:585,140.028,+32.842
2012,FRA,7,9,4,Oliver LECLERC,ITA,Velocity Team Group 3,YAMAHA,50:40:502,138.788,+59.759
2012,FRA,8,8,35,Diego RICCIARDO,GBR,Velocity Team Group 3,YAMAHA,50:45:895,138.542,+65.152
2012,FRA,9,7,8,John DUPONT,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,50:48:589,138.42,+67.846
2012,FRA,10,6,19,George SILVA,SPA,Horizon GP Group 5,Carlo Honda Gresini HONDA,50:53:936,138.177,+73.193
2012,FRA,11,5,77,Arthur RUSSELL,GBR,Velocity Team Group 51,Bird Motorsport ART,51:07:406,137.57,+86.663
2012,FRA,12,4,54,Alex WEBER,ITA,Phantom Team Group 90,Master ART,51:08:376,137.527,+87.633
2012,FRA,13,3,41,Leo GASLY,SPA,Vortex Racing Group 44,Electronics Aspar ART,49:56:456,135.799,+15.713
2012,FRA,14,2,51,Hans VETTEL,ITA,Horizon GP Group 5,Carlo Honda Gresini FTR,50:04:709,135.426,+23.966
2012,FRA,15,1,68,Pierre MARQUEZ,COL,Apex Racing Group 25,Blusens BQR,50:14:248,134.997,+33.505
2012,GBR,1,25,99,Carlos ROSSI,SPA,Phantom Team Group 42,Factory Racing YAMAHA,41:17:429,171.537,0
2012,GBR,2,20,1,Lando ALBON,AUS,Apex Racing Group 1,Honda Team HONDA,41:20:742,171.308,+3.313
2012,GBR,3,16,26,John DUPONT,SPA,Apex Racing Group 1,Honda Team HONDA,41:21:028,171.288,+3.599
2012,GBR,4,13,19,George SILVA,SPA,Horizon GP Group 5,Carlo Honda Gresini HONDA,41:22:625,171.178,+5.196
2012,GBR,5,11,11,Lucas NORRIS,USA,Phantom Team Group 42,Factory Racing YAMAHA,41:28:960,170.742,+11.531
2012,GBR,6,10,35,Diego RICCIARDO,GBR,Velocity Team Group 3,YAMAHA,41:32:541,170.496,+15.112
2012,GBR,7,9,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,41:32:956,170.468,+15.527
2012,GBR,8,8,6,Pierre MARQUEZ,LCR,Vortex Racing Group 8,MotoGP HONDA,41:39:950,169.991,+22.521
2012,GBR,9,7,46,Alex WEBER,ITA,Zenith Racing Group 4,Team DUCATI,41:53:567,169.07,+36.138
2012,GBR,10,6,8,John DUPONT,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,41:58:757,168.721,+41.328
2012,GBR,11,5,41,Leo GASLY,SPA,Vortex Racing Group 44,Electronics Aspar ART,42:20:586,167.271,+63.157
2012,GBR,12,4,14,Pierre MARQUEZ,FRA,Vortex Racing Group 44,Electronics Aspar ART,42:20:872,167.252,+63.443
2012,GBR,13,3,51,Hans VETTEL,ITA,Horizon GP Group 5,Carlo Honda Gresini FTR,42:24:719,166.999,+67.290
2012,GBR,14,2,77,Arthur RUSSELL,GBR,Velocity Team Group 51,Bird Motorsport ART,42:32:211,166.509,+74.782
2012,GBR,15,1,68,Pierre MARQUEZ,COL,Apex Racing Group 25,Blusens BQR,42:32:537,166.487,+75.108
2012,AUS,1,25,1,Lando ALBON,AUS,Apex Racing Group 1,Honda Team HONDA,41:02:324,175.655,0
2012,AUS,2,20,99,Carlos ROSSI,SPA,Phantom Team Group 42,Factory Racing YAMAHA,41:11:547,174.999,+9.223
2012,AUS,3,16,35,Diego RICCIARDO,GBR,Velocity Team Group 3,YAMAHA,41:16:894,174.622,+14.570
2012,AUS,4,13,4,Oliver LECLERC,ITA,Velocity Team Group 3,YAMAHA,41:25:627,174.008,+23.303
2012,AUS,5,11,19,George SILVA,SPA,Horizon GP Group 5,Carlo Honda Gresini HONDA,41:25:756,173.999,+23.432
2012,AUS,6,10,6,Pierre MARQUEZ,LCR,Vortex Racing Group 8,MotoGP HONDA,41:25:791,173.996,+23.467
2012,AUS,7,9,46,Alex WEBER,ITA,Zenith Racing Group 4,Team DUCATI,41:39:437,173.046,+37.113
2012,AUS,8,8,69,Hans VETTEL,USA,Zenith Racing Group 4,Team DUCATI,41:40:711,172.958,+38.387
2012,AUS,9,7,17,Marcio HAMILTON,CZE,Quantum Motorsports Group 50,AB Motoracing DUCATI,41:54:937,171.979,+52.613
2012,AUS,10,6,41,Leo GASLY,SPA,Vortex Racing Group 44,Electronics Aspar ART,42:02:623,171.455,+60.299
2012,AUS,11,5,14,Pierre MARQUEZ,FRA,Vortex Racing Group 44,Electronics Aspar ART,42:02:666,171.452,+60.342
2012,AUS,12,4,8,John DUPONT,SPA,Stratus Motorsport Group 7,Racing Team DUCATI,42:24:275,169.995,+81.951
2012,AUS,13,3,9,Arthur RUSSELL,ITA,Nexus Motorsports Group 46,IodaRacing Project IODA-SUTER,42:30:181,169.601,+87.857
